,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
27,1f24f2f7863312791b29aa6e8a129820,train,deckard.base.experiment.Experiment,1f24f2f7863312791b29aa6e8a129820,truthseeker,cpu,1f24f2f7863312791b29aa6e8a129820,1f24f2f7863312791b29aa6e8a129820,GzipKNN,1f24f2f7863312791b29aa6e8a129820,1f24f2f7863312791b29aa6e8a129820,0.97,1.0361632919311523,cpu,1709314345.5126934,1709314333.0365584,12.899157082,0.12899157082,cpu,1709314333.0362108,1709314328.3494315,4.830315303,0.04830315303,truthseeker/reports/gzip_knn/100-0/train/1f24f2f7863312791b29aa6e8a129820/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,1f24f2f7863312791b29aa6e8a129820,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,3,-1,Pickle,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
28,1fbe7ec98a696dfab62847690f661bff,train,deckard.base.experiment.Experiment,1fbe7ec98a696dfab62847690f661bff,truthseeker,cpu,1fbe7ec98a696dfab62847690f661bff,1fbe7ec98a696dfab62847690f661bff,GzipKNN,1fbe7ec98a696dfab62847690f661bff,1fbe7ec98a696dfab62847690f661bff,0.97,1.0361632919311523,cpu,1709312037.0097055,1709311964.5160174,74.060811056,0.74060811056,cpu,1709311964.5158656,1709311946.741042,19.377701621,0.19377701621,truthseeker/reports/gzip_knn/100-0/train/1fbe7ec98a696dfab62847690f661bff/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,1fbe7ec98a696dfab62847690f661bff,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
29,2112bf72c10e5037e94f8268f4a679b6,train,deckard.base.experiment.Experiment,2112bf72c10e5037e94f8268f4a679b6,truthseeker,cpu,2112bf72c10e5037e94f8268f4a679b6,2112bf72c10e5037e94f8268f4a679b6,GzipKNN,2112bf72c10e5037e94f8268f4a679b6,2112bf72c10e5037e94f8268f4a679b6,0.97,1.0361632919311523,cpu,1709313328.2617917,1709313314.4774842,14.278740304,0.14278740304,cpu,1709313314.4774,1709313309.4174433,5.460081468,0.05460081468,truthseeker/reports/gzip_knn/100-0/train/2112bf72c10e5037e94f8268f4a679b6/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,2112bf72c10e5037e94f8268f4a679b6,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
30,22449933b9da5fc78f288171ff413798,train,deckard.base.experiment.Experiment,22449933b9da5fc78f288171ff413798,truthseeker,cpu,22449933b9da5fc78f288171ff413798,22449933b9da5fc78f288171ff413798,GzipKNN,22449933b9da5fc78f288171ff413798,22449933b9da5fc78f288171ff413798,0.97,1.0361632919311523,cpu,1709315343.3050086,1709315236.9252255,106.641373795,1.06641373795,cpu,1709315236.925123,1709315225.2235892,11.996629536,0.11996629536,truthseeker/reports/gzip_knn/100-0/train/22449933b9da5fc78f288171ff413798/predictions.json,truthseeker/reports/gzip_knn/100-0/train/22449933b9da5fc78f288171ff413798/exception.log,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,22449933b9da5fc78f288171ff413798,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,3,-1,SeqRatio,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
31,2720d79afd45395f95e0287b08048b2b,train,deckard.base.experiment.Experiment,2720d79afd45395f95e0287b08048b2b,truthseeker,cpu,2720d79afd45395f95e0287b08048b2b,2720d79afd45395f95e0287b08048b2b,GzipKNN,2720d79afd45395f95e0287b08048b2b,2720d79afd45395f95e0287b08048b2b,0.97,1.0361632919311523,cpu,1709312126.949679,1709312113.3601189,14.504831932,0.14504831932,cpu,1709312113.3600435,1709312108.2573876,6.007885023,0.06007885023,truthseeker/reports/gzip_knn/100-0/train/2720d79afd45395f95e0287b08048b2b/predictions.json,truthseeker/reports/gzip_knn/100-0/train/2720d79afd45395f95e0287b08048b2b/exception.log,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,2720d79afd45395f95e0287b08048b2b,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,7,-1,Zstd,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
35,2e5b3ef2876d8dee5a7ab140a7256496,train,deckard.base.experiment.Experiment,2e5b3ef2876d8dee5a7ab140a7256496,truthseeker,cpu,2e5b3ef2876d8dee5a7ab140a7256496,2e5b3ef2876d8dee5a7ab140a7256496,GzipKNN,2e5b3ef2876d8dee5a7ab140a7256496,2e5b3ef2876d8dee5a7ab140a7256496,0.97,1.0361632919311523,cpu,1709313308.880967,1709313292.945653,16.24851936,0.1624851936,cpu,1709313292.9455836,1709313286.6149309,6.596106232,0.06596106232,truthseeker/reports/gzip_knn/100-0/train/2e5b3ef2876d8dee5a7ab140a7256496/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,2e5b3ef2876d8dee5a7ab140a7256496,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
36,3244f4817550590826e0afa11125cf73,train,deckard.base.experiment.Experiment,3244f4817550590826e0afa11125cf73,truthseeker,cpu,3244f4817550590826e0afa11125cf73,3244f4817550590826e0afa11125cf73,GzipKNN,3244f4817550590826e0afa11125cf73,3244f4817550590826e0afa11125cf73,0.97,1.0361632919311523,cpu,1709315718.5758505,1709315643.3270073,76.751921832,0.76751921832,cpu,1709315643.3268876,1709315624.6504517,20.20771589,0.2020771589,truthseeker/reports/gzip_knn/100-0/train/3244f4817550590826e0afa11125cf73/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,3244f4817550590826e0afa11125cf73,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
38,331d39a72f8c5880ecc7d54df18c866b,train,deckard.base.experiment.Experiment,331d39a72f8c5880ecc7d54df18c866b,truthseeker,cpu,331d39a72f8c5880ecc7d54df18c866b,331d39a72f8c5880ecc7d54df18c866b,GzipKNN,331d39a72f8c5880ecc7d54df18c866b,331d39a72f8c5880ecc7d54df18c866b,0.97,1.0361632919311523,cpu,1709315681.391518,1709315669.1792374,12.65620664,0.1265620664,cpu,1709315669.1790435,1709315664.3507264,5.015635106,0.05015635106,truthseeker/reports/gzip_knn/100-0/train/331d39a72f8c5880ecc7d54df18c866b/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,331d39a72f8c5880ecc7d54df18c866b,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Levenshtein,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
39,33fd0e4aa76861f20d76398a7a75ee8b,train,deckard.base.experiment.Experiment,33fd0e4aa76861f20d76398a7a75ee8b,truthseeker,cpu,33fd0e4aa76861f20d76398a7a75ee8b,33fd0e4aa76861f20d76398a7a75ee8b,GzipKNN,33fd0e4aa76861f20d76398a7a75ee8b,33fd0e4aa76861f20d76398a7a75ee8b,0.97,1.0361632918473211,cpu,1709311463.8287103,1709311450.3482268,13.932289288,0.13932289288,cpu,1709314975.382839,1709314970.419556,5.334049761,0.05334049761,truthseeker/reports/gzip_knn/100-0/train/33fd0e4aa76861f20d76398a7a75ee8b/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,33fd0e4aa76861f20d76398a7a75ee8b,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
40,38999a8064cea6d608ba456578844f76,train,deckard.base.experiment.Experiment,38999a8064cea6d608ba456578844f76,truthseeker,cpu,38999a8064cea6d608ba456578844f76,38999a8064cea6d608ba456578844f76,GzipKNN,38999a8064cea6d608ba456578844f76,38999a8064cea6d608ba456578844f76,0.97,1.0361632919311523,cpu,1709315034.3575273,1709315019.2915466,15.628634635,0.15628634635,cpu,1709315019.290813,1709315013.6182756,6.16617285,0.0616617285,truthseeker/reports/gzip_knn/100-0/train/38999a8064cea6d608ba456578844f76/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,38999a8064cea6d608ba456578844f76,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,7,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
41,390c226f275271d54bb489c0243714d5,train,deckard.base.experiment.Experiment,390c226f275271d54bb489c0243714d5,truthseeker,cpu,390c226f275271d54bb489c0243714d5,390c226f275271d54bb489c0243714d5,GzipKNN,390c226f275271d54bb489c0243714d5,390c226f275271d54bb489c0243714d5,0.97,1.0361632919311523,cpu,1709313285.7206736,1709313272.32077,13.851016784,0.13851016784,cpu,1709313272.3206537,1709313267.3259425,5.456052093,0.05456052093,truthseeker/reports/gzip_knn/100-0/train/390c226f275271d54bb489c0243714d5/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,390c226f275271d54bb489c0243714d5,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,5,-1,Jaro,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
42,3b04d733cc38ce260e15d2bf15f91084,train,deckard.base.experiment.Experiment,3b04d733cc38ce260e15d2bf15f91084,truthseeker,cpu,3b04d733cc38ce260e15d2bf15f91084,3b04d733cc38ce260e15d2bf15f91084,GzipKNN,3b04d733cc38ce260e15d2bf15f91084,3b04d733cc38ce260e15d2bf15f91084,0.97,1.0361632919311523,cpu,1709314416.7082088,1709314404.0524929,13.07788628,0.1307788628,cpu,1709314404.0523412,1709314399.0443983,5.41903764,0.0541903764,truthseeker/reports/gzip_knn/100-0/train/3b04d733cc38ce260e15d2bf15f91084/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,3b04d733cc38ce260e15d2bf15f91084,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Hamming,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
43,3d562d46e82f2d23be5bb227c3f163d3,train,deckard.base.experiment.Experiment,3d562d46e82f2d23be5bb227c3f163d3,truthseeker,cpu,3d562d46e82f2d23be5bb227c3f163d3,3d562d46e82f2d23be5bb227c3f163d3,GzipKNN,3d562d46e82f2d23be5bb227c3f163d3,3d562d46e82f2d23be5bb227c3f163d3,0.97,1.0361632919311523,cpu,1709312005.3684993,1709311992.5028305,13.760026869,0.13760026869,cpu,1709311992.5026908,1709311987.6084144,5.35159376,0.0535159376,truthseeker/reports/gzip_knn/100-0/train/3d562d46e82f2d23be5bb227c3f163d3/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,3d562d46e82f2d23be5bb227c3f163d3,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,Zstd,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
44,3f12581e5e49e8bbf6cc02b910dbe260,train,deckard.base.experiment.Experiment,3f12581e5e49e8bbf6cc02b910dbe260,truthseeker,cpu,3f12581e5e49e8bbf6cc02b910dbe260,3f12581e5e49e8bbf6cc02b910dbe260,GzipKNN,3f12581e5e49e8bbf6cc02b910dbe260,3f12581e5e49e8bbf6cc02b910dbe260,0.95,1.726938819885254,cpu,1709313088.3120198,1709313074.9339526,13.799805328,0.13799805328,cpu,1709313074.933813,1709313069.802869,5.523137726,0.05523137726,truthseeker/reports/gzip_knn/100-0/train/3f12581e5e49e8bbf6cc02b910dbe260/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,3f12581e5e49e8bbf6cc02b910dbe260,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,Pickle,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
45,402da95bd6a804079bfd86c108e0fafe,train,deckard.base.experiment.Experiment,402da95bd6a804079bfd86c108e0fafe,truthseeker,cpu,402da95bd6a804079bfd86c108e0fafe,402da95bd6a804079bfd86c108e0fafe,GzipKNN,402da95bd6a804079bfd86c108e0fafe,402da95bd6a804079bfd86c108e0fafe,0.97,1.0361632919311523,cpu,1709313039.665687,1709313026.743687,13.45628071,0.1345628071,cpu,1709313026.7436037,1709313021.746085,5.384872095,0.05384872095,truthseeker/reports/gzip_knn/100-0/train/402da95bd6a804079bfd86c108e0fafe/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,402da95bd6a804079bfd86c108e0fafe,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
46,404563e351c53a5186efcd6dfbe8610e,train,deckard.base.experiment.Experiment,404563e351c53a5186efcd6dfbe8610e,truthseeker,cpu,404563e351c53a5186efcd6dfbe8610e,404563e351c53a5186efcd6dfbe8610e,GzipKNN,404563e351c53a5186efcd6dfbe8610e,404563e351c53a5186efcd6dfbe8610e,0.97,1.0361632919311523,cpu,1709314553.0597067,1709314540.5614655,12.942187889,0.12942187889,cpu,1709314540.5613265,1709314535.6347444,5.14702616,0.0514702616,truthseeker/reports/gzip_knn/100-0/train/404563e351c53a5186efcd6dfbe8610e/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,404563e351c53a5186efcd6dfbe8610e,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,5,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
47,429ad66a51f0b373bae4c380d79d6809,train,deckard.base.experiment.Experiment,429ad66a51f0b373bae4c380d79d6809,truthseeker,cpu,429ad66a51f0b373bae4c380d79d6809,429ad66a51f0b373bae4c380d79d6809,GzipKNN,429ad66a51f0b373bae4c380d79d6809,429ad66a51f0b373bae4c380d79d6809,0.97,1.0361632919311523,cpu,1709311744.444267,1709311728.8007257,15.98628507,0.1598628507,cpu,1709311728.8000803,1709311722.749062,6.343518287,0.06343518287,truthseeker/reports/gzip_knn/100-0/train/429ad66a51f0b373bae4c380d79d6809/predictions.json,truthseeker/reports/gzip_knn/100-0/train/429ad66a51f0b373bae4c380d79d6809/exception.log,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,429ad66a51f0b373bae4c380d79d6809,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,5,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
48,4357bc359300308bc4d8a7d65b924f8f,train,deckard.base.experiment.Experiment,4357bc359300308bc4d8a7d65b924f8f,truthseeker,cpu,4357bc359300308bc4d8a7d65b924f8f,4357bc359300308bc4d8a7d65b924f8f,GzipKNN,4357bc359300308bc4d8a7d65b924f8f,4357bc359300308bc4d8a7d65b924f8f,0.97,1.0361632919311523,cpu,1709314711.066146,1709314698.1457474,13.850476365,0.13850476365,cpu,1709314698.1456609,1709314693.2690706,5.346292661,0.05346292661,truthseeker/reports/gzip_knn/100-0/train/4357bc359300308bc4d8a7d65b924f8f/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,100,deckard.base.files.FileConfig,.csv,truthseeker,4357bc359300308bc4d8a7d65b924f8f,predictions.json,reports/gzip_knn/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,100.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Zstd,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
