,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
276,20038b4202c396dbd6bacc49610330bd,train,deckard.base.experiment.Experiment,20038b4202c396dbd6bacc49610330bd,ddos,cpu,20038b4202c396dbd6bacc49610330bd,20038b4202c396dbd6bacc49610330bd,GzipLogisticRegressor,20038b4202c396dbd6bacc49610330bd,20038b4202c396dbd6bacc49610330bd,0.5,17.26938819885254,cpu,1709478001.7945352,1709477990.7297344,11.375621545,0.056878107725,cpu,1709477990.7296352,1709477975.0468657,16.162573252,0.08081286626,ddos/reports/gzip_logistic/200-0/train/20038b4202c396dbd6bacc49610330bd/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,20038b4202c396dbd6bacc49610330bd,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
277,20e7356037d4421b053d8cd3f6ac3054,train,deckard.base.experiment.Experiment,20e7356037d4421b053d8cd3f6ac3054,ddos,cpu,20e7356037d4421b053d8cd3f6ac3054,20e7356037d4421b053d8cd3f6ac3054,GzipLogisticRegressor,20e7356037d4421b053d8cd3f6ac3054,20e7356037d4421b053d8cd3f6ac3054,1.0,0.0,cpu,1709477140.5854194,1709477125.7396889,15.825234674,0.07912617337,cpu,1709477125.739616,1709477096.2738595,31.47619887,0.15738099435,ddos/reports/gzip_logistic/200-0/train/20e7356037d4421b053d8cd3f6ac3054/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,20e7356037d4421b053d8cd3f6ac3054,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
278,239ec02bbdb579b0baae4f206cbc3163,train,deckard.base.experiment.Experiment,239ec02bbdb579b0baae4f206cbc3163,ddos,cpu,239ec02bbdb579b0baae4f206cbc3163,239ec02bbdb579b0baae4f206cbc3163,GzipLogisticRegressor,239ec02bbdb579b0baae4f206cbc3163,239ec02bbdb579b0baae4f206cbc3163,0.5,17.26938819885254,cpu,1709479295.5519392,1709479083.176695,218.755853334,1.09377926667,cpu,1709479083.1753435,1709478832.2144425,256.822923046,1.28411461523,ddos/reports/gzip_logistic/200-0/train/239ec02bbdb579b0baae4f206cbc3163/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,239ec02bbdb579b0baae4f206cbc3163,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
279,23d362fd1c21136d2751166025b9e875,train,deckard.base.experiment.Experiment,23d362fd1c21136d2751166025b9e875,ddos,cpu,23d362fd1c21136d2751166025b9e875,23d362fd1c21136d2751166025b9e875,GzipLogisticRegressor,23d362fd1c21136d2751166025b9e875,23d362fd1c21136d2751166025b9e875,0.5,17.26938819885254,cpu,1709487148.5213208,1709486936.9336772,218.049789628,1.09024894814,cpu,1709486936.9324408,1709486685.7905593,257.223669722,1.28611834861,ddos/reports/gzip_logistic/200-0/train/23d362fd1c21136d2751166025b9e875/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,23d362fd1c21136d2751166025b9e875,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
280,24cd90a01c1a24b1fc1e17553048e9fe,train,deckard.base.experiment.Experiment,24cd90a01c1a24b1fc1e17553048e9fe,ddos,cpu,24cd90a01c1a24b1fc1e17553048e9fe,24cd90a01c1a24b1fc1e17553048e9fe,GzipLogisticRegressor,24cd90a01c1a24b1fc1e17553048e9fe,24cd90a01c1a24b1fc1e17553048e9fe,0.29,24.522531242370604,cpu,1709485523.3709269,1709485512.775797,10.853325606,0.05426662803,cpu,1709485512.77573,1709485491.1792655,22.089482787,0.110447413935,ddos/reports/gzip_logistic/200-0/train/24cd90a01c1a24b1fc1e17553048e9fe/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,24cd90a01c1a24b1fc1e17553048e9fe,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
281,26e6f0bfbc38b4f8bde55da3f6f6b64b,train,deckard.base.experiment.Experiment,26e6f0bfbc38b4f8bde55da3f6f6b64b,ddos,cpu,26e6f0bfbc38b4f8bde55da3f6f6b64b,26e6f0bfbc38b4f8bde55da3f6f6b64b,GzipLogisticRegressor,26e6f0bfbc38b4f8bde55da3f6f6b64b,26e6f0bfbc38b4f8bde55da3f6f6b64b,0.6,13.815510559082032,cpu,1709477091.769511,1709477080.758147,11.240666447,0.056203332235,cpu,1709477080.758075,1709477058.213365,23.041496601,0.115207483005,ddos/reports/gzip_logistic/200-0/train/26e6f0bfbc38b4f8bde55da3f6f6b64b/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,26e6f0bfbc38b4f8bde55da3f6f6b64b,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
282,2704263cbb299708c6884b1acec4cfef,train,deckard.base.experiment.Experiment,2704263cbb299708c6884b1acec4cfef,ddos,cpu,2704263cbb299708c6884b1acec4cfef,2704263cbb299708c6884b1acec4cfef,GzipLogisticRegressor,2704263cbb299708c6884b1acec4cfef,2704263cbb299708c6884b1acec4cfef,0.5,17.269388197455342,cpu,1709476223.071263,1709476211.8575912,11.487057176,0.05743528588,cpu,1709485369.119726,1709485353.3717096,16.190579784,0.08095289892,ddos/reports/gzip_logistic/200-0/train/2704263cbb299708c6884b1acec4cfef/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,2704263cbb299708c6884b1acec4cfef,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
284,2a8585f9a1f803a6e17fdfde8d011f34,train,deckard.base.experiment.Experiment,2a8585f9a1f803a6e17fdfde8d011f34,ddos,cpu,2a8585f9a1f803a6e17fdfde8d011f34,2a8585f9a1f803a6e17fdfde8d011f34,GzipLogisticRegressor,2a8585f9a1f803a6e17fdfde8d011f34,2a8585f9a1f803a6e17fdfde8d011f34,0.99,0.3453877639770508,cpu,1709476954.9190893,1709476742.387375,218.748438959,1.093742194795,cpu,1709476742.3870363,1709476252.226555,504.758102249,2.523790511245,ddos/reports/gzip_logistic/200-0/train/2a8585f9a1f803a6e17fdfde8d011f34/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,2a8585f9a1f803a6e17fdfde8d011f34,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
285,31705423284826d40891ba133618c251,train,deckard.base.experiment.Experiment,31705423284826d40891ba133618c251,ddos,cpu,31705423284826d40891ba133618c251,31705423284826d40891ba133618c251,GzipLogisticRegressor,31705423284826d40891ba133618c251,31705423284826d40891ba133618c251,0.28,24.867919006347652,cpu,1709475996.3657763,1709475985.4913943,11.09887049,0.05549435245,cpu,1709475985.491173,1709475963.7965007,22.355710302,0.11177855151,ddos/reports/gzip_logistic/200-0/train/31705423284826d40891ba133618c251/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,31705423284826d40891ba133618c251,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
286,322424e027968da2ae424870ebe3c058,train,deckard.base.experiment.Experiment,322424e027968da2ae424870ebe3c058,ddos,cpu,322424e027968da2ae424870ebe3c058,322424e027968da2ae424870ebe3c058,GzipLogisticRegressor,322424e027968da2ae424870ebe3c058,322424e027968da2ae424870ebe3c058,0.99,0.3453877639770508,cpu,1709486206.4254975,1709486191.8650634,15.589116334,0.07794558167,cpu,1709486191.8644598,1709486162.7334032,31.205099595,0.156025497975,ddos/reports/gzip_logistic/200-0/train/322424e027968da2ae424870ebe3c058/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,322424e027968da2ae424870ebe3c058,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
287,34b0328f0bab748cfdde2d79a9acb5fe,train,deckard.base.experiment.Experiment,34b0328f0bab748cfdde2d79a9acb5fe,ddos,cpu,34b0328f0bab748cfdde2d79a9acb5fe,34b0328f0bab748cfdde2d79a9acb5fe,GzipLogisticRegressor,34b0328f0bab748cfdde2d79a9acb5fe,34b0328f0bab748cfdde2d79a9acb5fe,0.5,17.26938819885254,cpu,1709482646.386454,1709482434.6880836,218.177679593,1.090888397965,cpu,1709482434.6867208,1709482183.9008074,256.596306859,1.282981534295,ddos/reports/gzip_logistic/200-0/train/34b0328f0bab748cfdde2d79a9acb5fe/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,34b0328f0bab748cfdde2d79a9acb5fe,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
288,37702e66c0dd995efb3ae3f9bc7d32e4,train,deckard.base.experiment.Experiment,37702e66c0dd995efb3ae3f9bc7d32e4,ddos,cpu,37702e66c0dd995efb3ae3f9bc7d32e4,37702e66c0dd995efb3ae3f9bc7d32e4,GzipLogisticRegressor,37702e66c0dd995efb3ae3f9bc7d32e4,37702e66c0dd995efb3ae3f9bc7d32e4,0.29,24.522531242370604,cpu,1709477209.9060822,1709477199.1596265,11.018358272,0.05509179136,cpu,1709477199.1595547,1709477177.305526,22.47647942,0.1123823971,ddos/reports/gzip_logistic/200-0/train/37702e66c0dd995efb3ae3f9bc7d32e4/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,37702e66c0dd995efb3ae3f9bc7d32e4,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
289,39bab1a6be048c8489c1b2834e5be53a,train,deckard.base.experiment.Experiment,39bab1a6be048c8489c1b2834e5be53a,ddos,cpu,39bab1a6be048c8489c1b2834e5be53a,39bab1a6be048c8489c1b2834e5be53a,GzipLogisticRegressor,39bab1a6be048c8489c1b2834e5be53a,39bab1a6be048c8489c1b2834e5be53a,0.99,0.3453877639770508,cpu,1709486660.976014,1709486627.0675075,39.82178224,0.1991089112,cpu,1709486627.0664227,1709486558.3896284,80.273066848,0.40136533424,ddos/reports/gzip_logistic/200-0/train/39bab1a6be048c8489c1b2834e5be53a/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,39bab1a6be048c8489c1b2834e5be53a,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
292,3eb100dbe1e9a43185109dd0399de849,train,deckard.base.experiment.Experiment,3eb100dbe1e9a43185109dd0399de849,ddos,cpu,3eb100dbe1e9a43185109dd0399de849,3eb100dbe1e9a43185109dd0399de849,GzipLogisticRegressor,3eb100dbe1e9a43185109dd0399de849,3eb100dbe1e9a43185109dd0399de849,0.5,17.26938819885254,cpu,1709476152.8401911,1709476142.1108398,10.984574983,0.054922874915,cpu,1709476142.1107342,1709476126.6369233,15.96251858,0.0798125929,ddos/reports/gzip_logistic/200-0/train/3eb100dbe1e9a43185109dd0399de849/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,3eb100dbe1e9a43185109dd0399de849,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
294,42c03748210fdb23fd4b8e382d933b66,train,deckard.base.experiment.Experiment,42c03748210fdb23fd4b8e382d933b66,ddos,cpu,42c03748210fdb23fd4b8e382d933b66,42c03748210fdb23fd4b8e382d933b66,GzipLogisticRegressor,42c03748210fdb23fd4b8e382d933b66,42c03748210fdb23fd4b8e382d933b66,1.0,0.0,cpu,1709483027.2510953,1709482992.9650393,40.178989254,0.20089494627,cpu,1709482992.9633694,1709482924.0135832,80.551846152,0.40275923076,ddos/reports/gzip_logistic/200-0/train/42c03748210fdb23fd4b8e382d933b66/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,42c03748210fdb23fd4b8e382d933b66,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
295,44a4fb516a51eaa71938e14e4c7141ed,train,deckard.base.experiment.Experiment,44a4fb516a51eaa71938e14e4c7141ed,ddos,cpu,44a4fb516a51eaa71938e14e4c7141ed,44a4fb516a51eaa71938e14e4c7141ed,GzipLogisticRegressor,44a4fb516a51eaa71938e14e4c7141ed,44a4fb516a51eaa71938e14e4c7141ed,0.99,0.3453877639770508,cpu,1709478831.057552,1709478619.0480893,218.435909153,1.092179545765,cpu,1709478619.047211,1709478126.356834,507.852914285,2.539264571425,ddos/reports/gzip_logistic/200-0/train/44a4fb516a51eaa71938e14e4c7141ed/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,44a4fb516a51eaa71938e14e4c7141ed,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
296,44b85a4a74ac81107ca36559f6246a36,train,deckard.base.experiment.Experiment,44b85a4a74ac81107ca36559f6246a36,ddos,cpu,44b85a4a74ac81107ca36559f6246a36,44b85a4a74ac81107ca36559f6246a36,GzipLogisticRegressor,44b85a4a74ac81107ca36559f6246a36,44b85a4a74ac81107ca36559f6246a36,0.28,24.867919006347652,cpu,1709479838.271617,1709479827.4473038,11.074235679,0.055371178395,cpu,1709479827.4468248,1709479805.744757,22.285166772,0.11142583386,ddos/reports/gzip_logistic/200-0/train/44b85a4a74ac81107ca36559f6246a36/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,44b85a4a74ac81107ca36559f6246a36,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.1,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
297,45681d8f597545602e6ebef01436ad3a,train,deckard.base.experiment.Experiment,45681d8f597545602e6ebef01436ad3a,ddos,cpu,45681d8f597545602e6ebef01436ad3a,45681d8f597545602e6ebef01436ad3a,GzipLogisticRegressor,45681d8f597545602e6ebef01436ad3a,45681d8f597545602e6ebef01436ad3a,0.5,17.26938819885254,cpu,1709484691.3225794,1709484680.5666704,11.048951638,0.05524475819,cpu,1709484680.5665443,1709484665.1165664,15.948795731,0.079743978655,ddos/reports/gzip_logistic/200-0/train/45681d8f597545602e6ebef01436ad3a/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,45681d8f597545602e6ebef01436ad3a,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
298,487818b88e79a76ca521709038456487,train,deckard.base.experiment.Experiment,487818b88e79a76ca521709038456487,ddos,cpu,487818b88e79a76ca521709038456487,487818b88e79a76ca521709038456487,GzipLogisticRegressor,487818b88e79a76ca521709038456487,487818b88e79a76ca521709038456487,0.59,14.16089832305908,cpu,1709484514.02933,1709484502.9194374,11.335540399,0.056677701995,cpu,1709484502.9193726,1709484480.525449,22.940358924,0.11470179462,ddos/reports/gzip_logistic/200-0/train/487818b88e79a76ca521709038456487/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,200,deckard.base.files.FileConfig,.csv,ddos,487818b88e79a76ca521709038456487,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,200,Label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
