,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
104,e4369fbadb52a680ba58048d60445adf,train,deckard.base.experiment.Experiment,e4369fbadb52a680ba58048d60445adf,ddos,cpu,e4369fbadb52a680ba58048d60445adf,e4369fbadb52a680ba58048d60445adf,GzipLogisticRegressor,e4369fbadb52a680ba58048d60445adf,e4369fbadb52a680ba58048d60445adf,0.63,12.77934726715088,cpu,1709327013.1059952,1709327002.4232886,10.995530572,0.10995530572,cpu,1709327002.4230487,1709326991.7687137,10.985832348,0.10985832348,ddos/reports/gzip_logistic/100-0/train/e4369fbadb52a680ba58048d60445adf/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,e4369fbadb52a680ba58048d60445adf,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,100.0,deckard.base.model.ModelInitializer,,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
105,e6bfab14b25632c39dfcf312132bcdd8,train,deckard.base.experiment.Experiment,e6bfab14b25632c39dfcf312132bcdd8,ddos,cpu,e6bfab14b25632c39dfcf312132bcdd8,e6bfab14b25632c39dfcf312132bcdd8,GzipLogisticRegressor,e6bfab14b25632c39dfcf312132bcdd8,e6bfab14b25632c39dfcf312132bcdd8,0.5,17.26938819885254,cpu,1709327239.526387,1709327230.3744133,9.367609392,0.09367609392,cpu,1709327230.374281,1709327222.0638373,8.67635937,0.0867635937,ddos/reports/gzip_logistic/100-0/train/e6bfab14b25632c39dfcf312132bcdd8/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,e6bfab14b25632c39dfcf312132bcdd8,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
106,e6d01793fd3a7ce1a72e91f886860f56,train,deckard.base.experiment.Experiment,e6d01793fd3a7ce1a72e91f886860f56,ddos,cpu,e6d01793fd3a7ce1a72e91f886860f56,e6d01793fd3a7ce1a72e91f886860f56,GzipLogisticRegressor,e6d01793fd3a7ce1a72e91f886860f56,e6d01793fd3a7ce1a72e91f886860f56,0.5,17.26938819885254,cpu,1709326246.747852,1709326234.6533866,12.836545687,0.12836545687,cpu,1709326234.653242,1709326224.3551111,10.951245851,0.10951245851,ddos/reports/gzip_logistic/100-0/train/e6d01793fd3a7ce1a72e91f886860f56/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,e6d01793fd3a7ce1a72e91f886860f56,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
107,e9bdd8be2229650f6042ffdc034467a0,train,deckard.base.experiment.Experiment,e9bdd8be2229650f6042ffdc034467a0,ddos,cpu,e9bdd8be2229650f6042ffdc034467a0,e9bdd8be2229650f6042ffdc034467a0,GzipLogisticRegressor,e9bdd8be2229650f6042ffdc034467a0,e9bdd8be2229650f6042ffdc034467a0,0.96,1.3815510559082032,cpu,1709326598.5616095,1709326588.3030472,10.608066485,0.10608066485,cpu,1709326588.3027637,1709326577.6896088,10.958747154,0.10958747154,ddos/reports/gzip_logistic/100-0/train/e9bdd8be2229650f6042ffdc034467a0/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,e9bdd8be2229650f6042ffdc034467a0,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
108,ea53d7f505d7328e4f71e5f9b5e871e0,train,deckard.base.experiment.Experiment,ea53d7f505d7328e4f71e5f9b5e871e0,ddos,cpu,ea53d7f505d7328e4f71e5f9b5e871e0,ea53d7f505d7328e4f71e5f9b5e871e0,GzipLogisticRegressor,ea53d7f505d7328e4f71e5f9b5e871e0,ea53d7f505d7328e4f71e5f9b5e871e0,0.99,0.3453877639770508,cpu,1709326835.5665455,1709326824.9143183,12.657239314,0.12657239314,cpu,1709326824.9141488,1709326813.1494343,13.927435944,0.13927435944,ddos/reports/gzip_logistic/100-0/train/ea53d7f505d7328e4f71e5f9b5e871e0/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,ea53d7f505d7328e4f71e5f9b5e871e0,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
109,eb7f8df7bee337ce3882c03624d2c3ac,train,deckard.base.experiment.Experiment,eb7f8df7bee337ce3882c03624d2c3ac,ddos,cpu,eb7f8df7bee337ce3882c03624d2c3ac,eb7f8df7bee337ce3882c03624d2c3ac,GzipLogisticRegressor,eb7f8df7bee337ce3882c03624d2c3ac,eb7f8df7bee337ce3882c03624d2c3ac,0.5,17.26938819885254,cpu,1709327242.861613,1709327234.5349844,8.455821168,0.08455821168,cpu,1709327234.53484,1709327226.9963064,7.842735871,0.07842735871,ddos/reports/gzip_logistic/100-0/train/eb7f8df7bee337ce3882c03624d2c3ac/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,eb7f8df7bee337ce3882c03624d2c3ac,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
110,ec525d6bd1732f3a738cb47c1d495ffa,train,deckard.base.experiment.Experiment,ec525d6bd1732f3a738cb47c1d495ffa,ddos,cpu,ec525d6bd1732f3a738cb47c1d495ffa,ec525d6bd1732f3a738cb47c1d495ffa,GzipLogisticRegressor,ec525d6bd1732f3a738cb47c1d495ffa,ec525d6bd1732f3a738cb47c1d495ffa,0.5,17.26938819885254,cpu,1709326245.254372,1709326233.878317,11.765122455,0.11765122455,cpu,1709326233.8780828,1709326224.0177133,10.338657955,0.10338657955,ddos/reports/gzip_logistic/100-0/train/ec525d6bd1732f3a738cb47c1d495ffa/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,ec525d6bd1732f3a738cb47c1d495ffa,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
111,ed7eff7912afd672f22721fe1264d8d7,train,deckard.base.experiment.Experiment,ed7eff7912afd672f22721fe1264d8d7,ddos,cpu,ed7eff7912afd672f22721fe1264d8d7,ed7eff7912afd672f22721fe1264d8d7,GzipLogisticRegressor,ed7eff7912afd672f22721fe1264d8d7,ed7eff7912afd672f22721fe1264d8d7,1.0,0.0,cpu,1709326298.8350792,1709326288.433316,10.752439828,0.10752439828,cpu,1709326288.4330237,1709326277.3176455,11.491545891,0.11491545891,ddos/reports/gzip_logistic/100-0/train/ed7eff7912afd672f22721fe1264d8d7/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,ed7eff7912afd672f22721fe1264d8d7,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
112,f0158c060a3612a720c1884852e941e8,train,deckard.base.experiment.Experiment,f0158c060a3612a720c1884852e941e8,ddos,cpu,f0158c060a3612a720c1884852e941e8,f0158c060a3612a720c1884852e941e8,GzipLogisticRegressor,f0158c060a3612a720c1884852e941e8,f0158c060a3612a720c1884852e941e8,0.99,0.3453877639770508,cpu,1709326600.3284256,1709326589.473813,11.402393951,0.11402393951,cpu,1709326589.4736717,1709326577.7724874,12.256699468,0.12256699468,ddos/reports/gzip_logistic/100-0/train/f0158c060a3612a720c1884852e941e8/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f0158c060a3612a720c1884852e941e8,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
113,f1088cdc03cda43e877a864a9796f072,train,deckard.base.experiment.Experiment,f1088cdc03cda43e877a864a9796f072,ddos,cpu,f1088cdc03cda43e877a864a9796f072,f1088cdc03cda43e877a864a9796f072,GzipLogisticRegressor,f1088cdc03cda43e877a864a9796f072,f1088cdc03cda43e877a864a9796f072,0.5,17.26938819885254,cpu,1709326982.0441418,1709326877.586045,106.408168725,1.06408168725,cpu,1709326877.5847645,1709326813.184513,65.224864645,0.65224864645,ddos/reports/gzip_logistic/100-0/train/f1088cdc03cda43e877a864a9796f072/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f1088cdc03cda43e877a864a9796f072,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,10.0,deckard.base.model.ModelInitializer,,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
114,f1ecbb9c4f644a7076e273d28a388960,train,deckard.base.experiment.Experiment,f1ecbb9c4f644a7076e273d28a388960,ddos,cpu,f1ecbb9c4f644a7076e273d28a388960,f1ecbb9c4f644a7076e273d28a388960,GzipLogisticRegressor,f1ecbb9c4f644a7076e273d28a388960,f1ecbb9c4f644a7076e273d28a388960,0.5,17.26938819885254,cpu,1709326298.7185616,1709326288.2819552,10.777172354,0.10777172354,cpu,1709326288.2816796,1709326277.151458,11.514035289,0.11514035289,ddos/reports/gzip_logistic/100-0/train/f1ecbb9c4f644a7076e273d28a388960/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f1ecbb9c4f644a7076e273d28a388960,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
115,f2cf0827dba5baa82db7c3ebb0f941b4,train,deckard.base.experiment.Experiment,f2cf0827dba5baa82db7c3ebb0f941b4,ddos,cpu,f2cf0827dba5baa82db7c3ebb0f941b4,f2cf0827dba5baa82db7c3ebb0f941b4,GzipLogisticRegressor,f2cf0827dba5baa82db7c3ebb0f941b4,f2cf0827dba5baa82db7c3ebb0f941b4,0.5,17.26938819885254,cpu,1709327238.9979627,1709327229.984142,9.176880914,0.09176880914,cpu,1709327229.9839518,1709327221.8260715,8.477848828,0.08477848828,ddos/reports/gzip_logistic/100-0/train/f2cf0827dba5baa82db7c3ebb0f941b4/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f2cf0827dba5baa82db7c3ebb0f941b4,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
116,f33bad5a0aefed7ce8610b7f8a1d26e3,train,deckard.base.experiment.Experiment,f33bad5a0aefed7ce8610b7f8a1d26e3,ddos,cpu,f33bad5a0aefed7ce8610b7f8a1d26e3,f33bad5a0aefed7ce8610b7f8a1d26e3,GzipLogisticRegressor,f33bad5a0aefed7ce8610b7f8a1d26e3,f33bad5a0aefed7ce8610b7f8a1d26e3,0.43,19.687102546691893,cpu,1709326246.8545456,1709326236.083411,11.100814354,0.11100814354,cpu,1709326236.0833254,1709326224.3534818,12.104137925,0.12104137925,ddos/reports/gzip_logistic/100-0/train/f33bad5a0aefed7ce8610b7f8a1d26e3/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f33bad5a0aefed7ce8610b7f8a1d26e3,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
117,f3f64aaa5bc1fbb404ee37a41ebda46e,train,deckard.base.experiment.Experiment,f3f64aaa5bc1fbb404ee37a41ebda46e,ddos,cpu,f3f64aaa5bc1fbb404ee37a41ebda46e,f3f64aaa5bc1fbb404ee37a41ebda46e,GzipLogisticRegressor,f3f64aaa5bc1fbb404ee37a41ebda46e,f3f64aaa5bc1fbb404ee37a41ebda46e,0.5,17.26938819885254,cpu,1709326533.9101143,1709326523.4062042,10.84322649,0.1084322649,cpu,1709326523.4055908,1709326512.1334288,11.682901561,0.11682901561,ddos/reports/gzip_logistic/100-0/train/f3f64aaa5bc1fbb404ee37a41ebda46e/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f3f64aaa5bc1fbb404ee37a41ebda46e,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.1,deckard.base.model.ModelInitializer,balanced,False,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
118,f40cb1c806ea61256f5eece019d51370,train,deckard.base.experiment.Experiment,f40cb1c806ea61256f5eece019d51370,ddos,cpu,f40cb1c806ea61256f5eece019d51370,f40cb1c806ea61256f5eece019d51370,GzipLogisticRegressor,f40cb1c806ea61256f5eece019d51370,f40cb1c806ea61256f5eece019d51370,0.5,17.26938819885254,cpu,1709326248.7208257,1709326237.4142048,12.113888978,0.12113888978,cpu,1709326237.414075,1709326224.3499715,13.88726875,0.1388726875,ddos/reports/gzip_logistic/100-0/train/f40cb1c806ea61256f5eece019d51370/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f40cb1c806ea61256f5eece019d51370,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
119,f4dc794caeebbbd75ea8b430a76c47ef,train,deckard.base.experiment.Experiment,f4dc794caeebbbd75ea8b430a76c47ef,ddos,cpu,f4dc794caeebbbd75ea8b430a76c47ef,f4dc794caeebbbd75ea8b430a76c47ef,GzipLogisticRegressor,f4dc794caeebbbd75ea8b430a76c47ef,f4dc794caeebbbd75ea8b430a76c47ef,0.5,17.26938819885254,cpu,1709326596.6413896,1709326586.3302877,10.614417651,0.10614417651,cpu,1709326586.33015,1709326577.7768495,8.910178675,0.08910178675,ddos/reports/gzip_logistic/100-0/train/f4dc794caeebbbd75ea8b430a76c47ef/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f4dc794caeebbbd75ea8b430a76c47ef,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
120,f6333ab2f42eefca49fdce35786fa108,train,deckard.base.experiment.Experiment,f6333ab2f42eefca49fdce35786fa108,ddos,cpu,f6333ab2f42eefca49fdce35786fa108,f6333ab2f42eefca49fdce35786fa108,GzipLogisticRegressor,f6333ab2f42eefca49fdce35786fa108,f6333ab2f42eefca49fdce35786fa108,0.5,17.26938819885254,cpu,1709326747.593625,1709326643.2733405,106.07554678,1.0607554678,cpu,1709326643.27264,1709326577.5662022,66.472181463,0.66472181463,ddos/reports/gzip_logistic/100-0/train/f6333ab2f42eefca49fdce35786fa108/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f6333ab2f42eefca49fdce35786fa108,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
121,f75fb04b3c81ebd03d8a29617b8adcdb,train,deckard.base.experiment.Experiment,f75fb04b3c81ebd03d8a29617b8adcdb,ddos,cpu,f75fb04b3c81ebd03d8a29617b8adcdb,f75fb04b3c81ebd03d8a29617b8adcdb,GzipLogisticRegressor,f75fb04b3c81ebd03d8a29617b8adcdb,f75fb04b3c81ebd03d8a29617b8adcdb,0.99,0.3453877639770508,cpu,1709327241.400358,1709327232.4473116,9.066568741,0.09066568741,cpu,1709327232.4470527,1709327222.2227757,10.49383946,0.1049383946,ddos/reports/gzip_logistic/100-0/train/f75fb04b3c81ebd03d8a29617b8adcdb/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,f75fb04b3c81ebd03d8a29617b8adcdb,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,100.0,deckard.base.model.ModelInitializer,,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
123,fb177e71ebfdc5399307a890b062bceb,train,deckard.base.experiment.Experiment,fb177e71ebfdc5399307a890b062bceb,ddos,cpu,fb177e71ebfdc5399307a890b062bceb,fb177e71ebfdc5399307a890b062bceb,GzipLogisticRegressor,fb177e71ebfdc5399307a890b062bceb,fb177e71ebfdc5399307a890b062bceb,0.76,8.289306335449218,cpu,1709327063.7800612,1709327053.6276383,10.451623466,0.10451623466,cpu,1709327053.6274595,1709327042.9535844,11.011223582,0.11011223582,ddos/reports/gzip_logistic/100-0/train/fb177e71ebfdc5399307a890b062bceb/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,fb177e71ebfdc5399307a890b062bceb,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,100,Label,0.01,deckard.base.model.ModelInitializer,,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
