,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,data._target_,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
356,c72f70dcacd48227f3398cd2edbbb738,train,deckard.base.experiment.Experiment,c72f70dcacd48227f3398cd2edbbb738,kdd_nsl,cpu,c72f70dcacd48227f3398cd2edbbb738,c72f70dcacd48227f3398cd2edbbb738,GzipLogisticRegressor,c72f70dcacd48227f3398cd2edbbb738,c72f70dcacd48227f3398cd2edbbb738,0.93,2.417714347839356,cpu,1709374073.6486342,1709374063.7963707,11.431544546,0.05715772273,cpu,1709374063.7954023,1709374043.5875916,23.147909068,0.11573954534,kdd_nsl/reports/gzip_logistic/200-0/train/c72f70dcacd48227f3398cd2edbbb738/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,c72f70dcacd48227f3398cd2edbbb738,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
357,c7649db6e7e0699f0d49c5a672fd23b2,train,deckard.base.experiment.Experiment,c7649db6e7e0699f0d49c5a672fd23b2,kdd_nsl,cpu,c7649db6e7e0699f0d49c5a672fd23b2,c7649db6e7e0699f0d49c5a672fd23b2,GzipLogisticRegressor,c7649db6e7e0699f0d49c5a672fd23b2,c7649db6e7e0699f0d49c5a672fd23b2,0.53,16.233224906921386,cpu,1709372181.0666816,1709372172.6827068,8.952989423,0.044764947115,cpu,1709372172.6825523,1709372159.9511876,13.773582446,0.06886791223,kdd_nsl/reports/gzip_logistic/200-0/train/c7649db6e7e0699f0d49c5a672fd23b2/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,c7649db6e7e0699f0d49c5a672fd23b2,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
358,cd57ca6b96ea1599c7b435ba630d34c0,train,deckard.base.experiment.Experiment,cd57ca6b96ea1599c7b435ba630d34c0,kdd_nsl,cpu,cd57ca6b96ea1599c7b435ba630d34c0,cd57ca6b96ea1599c7b435ba630d34c0,GzipLogisticRegressor,cd57ca6b96ea1599c7b435ba630d34c0,cd57ca6b96ea1599c7b435ba630d34c0,0.53,16.233224906921386,cpu,1709373262.932454,1709373232.3222592,32.734407517,0.163672037585,cpu,1709373232.3212118,1709373197.0731697,37.707914537,0.188539572685,kdd_nsl/reports/gzip_logistic/200-0/train/cd57ca6b96ea1599c7b435ba630d34c0/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,cd57ca6b96ea1599c7b435ba630d34c0,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
359,ce6d227719ac84b16b0792afe23962ef,train,deckard.base.experiment.Experiment,ce6d227719ac84b16b0792afe23962ef,kdd_nsl,cpu,ce6d227719ac84b16b0792afe23962ef,ce6d227719ac84b16b0792afe23962ef,GzipLogisticRegressor,ce6d227719ac84b16b0792afe23962ef,ce6d227719ac84b16b0792afe23962ef,0.47,18.30555149078369,cpu,1709372300.529364,1709372290.6249344,11.428824744,0.05714412372,cpu,1709372290.6243415,1709372276.3917406,16.15354632,0.0807677316,kdd_nsl/reports/gzip_logistic/200-0/train/ce6d227719ac84b16b0792afe23962ef/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,ce6d227719ac84b16b0792afe23962ef,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
360,d23c6cf42b41c466cc48a59c6ad67f3a,train,deckard.base.experiment.Experiment,d23c6cf42b41c466cc48a59c6ad67f3a,kdd_nsl,cpu,d23c6cf42b41c466cc48a59c6ad67f3a,d23c6cf42b41c466cc48a59c6ad67f3a,GzipLogisticRegressor,d23c6cf42b41c466cc48a59c6ad67f3a,d23c6cf42b41c466cc48a59c6ad67f3a,0.53,16.233224906921386,cpu,1709374859.9477663,1709374829.3901553,32.702264952,0.16351132476,cpu,1709374829.3891895,1709374793.7868176,37.918325664,0.18959162832,kdd_nsl/reports/gzip_logistic/200-0/train/d23c6cf42b41c466cc48a59c6ad67f3a/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,d23c6cf42b41c466cc48a59c6ad67f3a,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
361,d26eaaa6c09728518597a98f9cb4f42e,train,deckard.base.experiment.Experiment,d26eaaa6c09728518597a98f9cb4f42e,kdd_nsl,cpu,d26eaaa6c09728518597a98f9cb4f42e,d26eaaa6c09728518597a98f9cb4f42e,GzipLogisticRegressor,d26eaaa6c09728518597a98f9cb4f42e,d26eaaa6c09728518597a98f9cb4f42e,0.53,16.233224906921386,cpu,1709373763.7546024,1709373755.514861,8.423734564,0.04211867282,cpu,1709373755.51468,1709373742.8913338,13.281675761,0.066408378805,kdd_nsl/reports/gzip_logistic/200-0/train/d26eaaa6c09728518597a98f9cb4f42e/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,d26eaaa6c09728518597a98f9cb4f42e,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
362,d325ed849376c1b2846ea62d0db4c3a9,train,deckard.base.experiment.Experiment,d325ed849376c1b2846ea62d0db4c3a9,kdd_nsl,cpu,d325ed849376c1b2846ea62d0db4c3a9,d325ed849376c1b2846ea62d0db4c3a9,GzipLogisticRegressor,d325ed849376c1b2846ea62d0db4c3a9,d325ed849376c1b2846ea62d0db4c3a9,0.46,18.650939254760743,cpu,1709373724.9891963,1709373716.7718897,8.393738523,0.041968692615,cpu,1709373716.7713003,1709373700.2720134,16.938614187,0.084693070935,kdd_nsl/reports/gzip_logistic/200-0/train/d325ed849376c1b2846ea62d0db4c3a9/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,d325ed849376c1b2846ea62d0db4c3a9,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.1,deckard.base.model.ModelInitializer,,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
363,d44cfc1a0117ca07c1ed37445bb22a4c,train,deckard.base.experiment.Experiment,d44cfc1a0117ca07c1ed37445bb22a4c,kdd_nsl,cpu,d44cfc1a0117ca07c1ed37445bb22a4c,d44cfc1a0117ca07c1ed37445bb22a4c,GzipLogisticRegressor,d44cfc1a0117ca07c1ed37445bb22a4c,d44cfc1a0117ca07c1ed37445bb22a4c,0.53,16.233224906921386,cpu,1709371408.5702903,1709371400.2137773,8.593454861,0.042967274305,cpu,1709371400.2136462,1709371387.477976,13.324700144,0.06662350072,kdd_nsl/reports/gzip_logistic/200-0/train/d44cfc1a0117ca07c1ed37445bb22a4c/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,d44cfc1a0117ca07c1ed37445bb22a4c,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,100.0,deckard.base.model.ModelInitializer,,True,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
364,d9210e1ad91bab981d29dea32942bff8,train,deckard.base.experiment.Experiment,d9210e1ad91bab981d29dea32942bff8,kdd_nsl,cpu,d9210e1ad91bab981d29dea32942bff8,d9210e1ad91bab981d29dea32942bff8,GzipLogisticRegressor,d9210e1ad91bab981d29dea32942bff8,d9210e1ad91bab981d29dea32942bff8,0.97,1.0361632919311523,cpu,1709373316.2858934,1709373307.3616712,9.322905561,0.046614527805,cpu,1709373307.3611095,1709373289.6008575,18.58934178,0.0929467089,kdd_nsl/reports/gzip_logistic/200-0/train/d9210e1ad91bab981d29dea32942bff8/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,d9210e1ad91bab981d29dea32942bff8,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
365,da0414a2f303a1a14b64f96938fba9ed,train,deckard.base.experiment.Experiment,da0414a2f303a1a14b64f96938fba9ed,kdd_nsl,cpu,da0414a2f303a1a14b64f96938fba9ed,da0414a2f303a1a14b64f96938fba9ed,GzipLogisticRegressor,da0414a2f303a1a14b64f96938fba9ed,da0414a2f303a1a14b64f96938fba9ed,0.53,16.233224906921386,cpu,1709375173.989107,1709375165.8307552,8.348321564,0.04174160782,cpu,1709375165.8303509,1709375153.3893971,13.037217831,0.065186089155,kdd_nsl/reports/gzip_logistic/200-0/train/da0414a2f303a1a14b64f96938fba9ed/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,da0414a2f303a1a14b64f96938fba9ed,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.01,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
366,dab46621f7d1fe59c48a88871ea63ea0,train,deckard.base.experiment.Experiment,dab46621f7d1fe59c48a88871ea63ea0,kdd_nsl,cpu,dab46621f7d1fe59c48a88871ea63ea0,dab46621f7d1fe59c48a88871ea63ea0,GzipLogisticRegressor,dab46621f7d1fe59c48a88871ea63ea0,dab46621f7d1fe59c48a88871ea63ea0,0.46,18.650939254760743,cpu,1709372392.0975587,1709372383.9488368,8.387885776,0.04193942888,cpu,1709372383.9487605,1709372367.4522223,16.917791403,0.084588957015,kdd_nsl/reports/gzip_logistic/200-0/train/dab46621f7d1fe59c48a88871ea63ea0/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,dab46621f7d1fe59c48a88871ea63ea0,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
367,de0e5cab58f96e19079438d3f2912411,train,deckard.base.experiment.Experiment,de0e5cab58f96e19079438d3f2912411,kdd_nsl,cpu,de0e5cab58f96e19079438d3f2912411,de0e5cab58f96e19079438d3f2912411,GzipLogisticRegressor,de0e5cab58f96e19079438d3f2912411,de0e5cab58f96e19079438d3f2912411,0.95,1.726938819885254,cpu,1709374968.3807318,1709374960.2142563,8.384426228,0.04192213114,cpu,1709374960.2137396,1709374943.717755,16.968439858,0.08484219929,kdd_nsl/reports/gzip_logistic/200-0/train/de0e5cab58f96e19079438d3f2912411/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,de0e5cab58f96e19079438d3f2912411,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
368,e0c8c17d3b6e0236c3404747d00341a7,train,deckard.base.experiment.Experiment,e0c8c17d3b6e0236c3404747d00341a7,kdd_nsl,cpu,e0c8c17d3b6e0236c3404747d00341a7,e0c8c17d3b6e0236c3404747d00341a7,GzipLogisticRegressor,e0c8c17d3b6e0236c3404747d00341a7,e0c8c17d3b6e0236c3404747d00341a7,0.46,18.650939254760743,cpu,1709374997.39981,1709374989.1256824,8.496989576,0.04248494788,cpu,1709374989.1256182,1709374972.811694,16.74144324,0.0837072162,kdd_nsl/reports/gzip_logistic/200-0/train/e0c8c17d3b6e0236c3404747d00341a7/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,e0c8c17d3b6e0236c3404747d00341a7,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
370,e2182258187b06e980b479dc8b038884,train,deckard.base.experiment.Experiment,e2182258187b06e980b479dc8b038884,kdd_nsl,cpu,e2182258187b06e980b479dc8b038884,e2182258187b06e980b479dc8b038884,GzipLogisticRegressor,e2182258187b06e980b479dc8b038884,e2182258187b06e980b479dc8b038884,0.53,16.233224906921386,cpu,1709375195.6599438,1709375187.4469256,8.439460593,0.042197302965,cpu,1709375187.446749,1709375174.8646305,13.181529583,0.065907647915,kdd_nsl/reports/gzip_logistic/200-0/train/e2182258187b06e980b479dc8b038884/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,e2182258187b06e980b479dc8b038884,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
371,e59bb5a1811049810b8106ef151358a1,train,deckard.base.experiment.Experiment,e59bb5a1811049810b8106ef151358a1,kdd_nsl,cpu,e59bb5a1811049810b8106ef151358a1,e59bb5a1811049810b8106ef151358a1,GzipLogisticRegressor,e59bb5a1811049810b8106ef151358a1,e59bb5a1811049810b8106ef151358a1,0.95,1.726938819885254,cpu,1709373075.2123268,1709373066.4996831,9.087636836,0.04543818418,cpu,1709373066.4996057,1709373049.0552716,18.315756847,0.091578784235,kdd_nsl/reports/gzip_logistic/200-0/train/e59bb5a1811049810b8106ef151358a1/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,e59bb5a1811049810b8106ef151358a1,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
372,ebd5592b2615124479c5734b95b0edc0,train,deckard.base.experiment.Experiment,ebd5592b2615124479c5734b95b0edc0,kdd_nsl,cpu,ebd5592b2615124479c5734b95b0edc0,ebd5592b2615124479c5734b95b0edc0,GzipLogisticRegressor,ebd5592b2615124479c5734b95b0edc0,ebd5592b2615124479c5734b95b0edc0,0.73,9.325469627380372,cpu,1709372782.7919545,1709372774.6075692,8.358071893,0.041790359465,cpu,1709372774.6074896,1709372758.049971,16.904016134,0.08452008067,kdd_nsl/reports/gzip_logistic/200-0/train/ebd5592b2615124479c5734b95b0edc0/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,ebd5592b2615124479c5734b95b0edc0,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Pickle,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
373,ef10292e94063c27de7f2f91317c48f3,train,deckard.base.experiment.Experiment,ef10292e94063c27de7f2f91317c48f3,kdd_nsl,cpu,ef10292e94063c27de7f2f91317c48f3,ef10292e94063c27de7f2f91317c48f3,GzipLogisticRegressor,ef10292e94063c27de7f2f91317c48f3,ef10292e94063c27de7f2f91317c48f3,0.8,6.907755279541016,cpu,1709371846.3666646,1709371838.175526,8.400597447,0.042002987235,cpu,1709371838.1748433,1709371821.6888716,16.941474945,0.084707374725,kdd_nsl/reports/gzip_logistic/200-0/train/ef10292e94063c27de7f2f91317c48f3/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,ef10292e94063c27de7f2f91317c48f3,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
375,efaa221a3feb48d6d6cb80c8df1ae717,train,deckard.base.experiment.Experiment,efaa221a3feb48d6d6cb80c8df1ae717,kdd_nsl,cpu,efaa221a3feb48d6d6cb80c8df1ae717,efaa221a3feb48d6d6cb80c8df1ae717,GzipLogisticRegressor,efaa221a3feb48d6d6cb80c8df1ae717,efaa221a3feb48d6d6cb80c8df1ae717,0.84,5.526204223632813,cpu,1709374424.6923392,1709374416.4614427,8.440856352,0.04220428176,cpu,1709374416.461373,1709374399.6958942,17.295815209,0.086479076045,kdd_nsl/reports/gzip_logistic/200-0/train/efaa221a3feb48d6d6cb80c8df1ae717/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,200,deckard.base.files.FileConfig,.csv,kdd_nsl,efaa221a3feb48d6d6cb80c8df1ae717,predictions.json,reports/gzip_logistic/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,200.0,label,10.0,deckard.base.model.ModelInitializer,,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
