,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,data._target_,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
230,d2faa4ad05c7b1baee92b677e61733af,train,deckard.base.experiment.Experiment,d2faa4ad05c7b1baee92b677e61733af,kdd_nsl,cpu,d2faa4ad05c7b1baee92b677e61733af,d2faa4ad05c7b1baee92b677e61733af,GzipLogisticRegressor,d2faa4ad05c7b1baee92b677e61733af,d2faa4ad05c7b1baee92b677e61733af,0.3,24.177143478393557,cpu,1709299943.5743122,1709299934.95516,9.179310295,0.45896551475,cpu,1709299934.9549878,1709299933.1721106,1.890533667,0.09452668335,kdd_nsl/reports/gzip_logistic/20-0/train/d2faa4ad05c7b1baee92b677e61733af/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,d2faa4ad05c7b1baee92b677e61733af,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
231,d3a10a0109794e88c7ec131a0865f50d,train,deckard.base.experiment.Experiment,d3a10a0109794e88c7ec131a0865f50d,kdd_nsl,cpu,d3a10a0109794e88c7ec131a0865f50d,d3a10a0109794e88c7ec131a0865f50d,GzipLogisticRegressor,d3a10a0109794e88c7ec131a0865f50d,d3a10a0109794e88c7ec131a0865f50d,0.86,4.835428695678711,cpu,1709299869.3607996,1709299860.1688576,10.007985938,0.5003992969,cpu,1709299860.1682472,1709299858.1410618,2.204334182,0.1102167091,kdd_nsl/reports/gzip_logistic/20-0/train/d3a10a0109794e88c7ec131a0865f50d/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,d3a10a0109794e88c7ec131a0865f50d,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
232,d6e12bbd107301c23855046af1674739,train,deckard.base.experiment.Experiment,d6e12bbd107301c23855046af1674739,kdd_nsl,cpu,d6e12bbd107301c23855046af1674739,d6e12bbd107301c23855046af1674739,GzipLogisticRegressor,d6e12bbd107301c23855046af1674739,d6e12bbd107301c23855046af1674739,0.92,2.7631021118164063,cpu,1709299992.0903692,1709299983.738045,9.335643077,0.46678215385,cpu,1709299983.7378125,1709299982.1487658,1.782367661,0.08911838305,kdd_nsl/reports/gzip_logistic/20-0/train/d6e12bbd107301c23855046af1674739/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,d6e12bbd107301c23855046af1674739,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
235,dcc96532543c9adf096d7e46471ef678,train,deckard.base.experiment.Experiment,dcc96532543c9adf096d7e46471ef678,kdd_nsl,cpu,dcc96532543c9adf096d7e46471ef678,dcc96532543c9adf096d7e46471ef678,GzipLogisticRegressor,dcc96532543c9adf096d7e46471ef678,dcc96532543c9adf096d7e46471ef678,0.47,18.30555149078369,cpu,1709299918.654668,1709299911.5278208,7.584615576,0.3792307788,cpu,1709299911.5276396,1709299910.0277529,1.563581126,0.0781790563,kdd_nsl/reports/gzip_logistic/20-0/train/dcc96532543c9adf096d7e46471ef678/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,dcc96532543c9adf096d7e46471ef678,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
236,dd6d8218599e1c54e760a5145b6d590c,train,deckard.base.experiment.Experiment,dd6d8218599e1c54e760a5145b6d590c,kdd_nsl,cpu,dd6d8218599e1c54e760a5145b6d590c,dd6d8218599e1c54e760a5145b6d590c,GzipLogisticRegressor,dd6d8218599e1c54e760a5145b6d590c,dd6d8218599e1c54e760a5145b6d590c,0.95,1.726938819885254,cpu,1709299893.9824257,1709299886.4747336,8.296258938,0.4148129469,cpu,1709299886.474517,1709299884.6466634,2.000685547,0.10003427735,kdd_nsl/reports/gzip_logistic/20-0/train/dd6d8218599e1c54e760a5145b6d590c/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,dd6d8218599e1c54e760a5145b6d590c,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
238,e09ee9b98e5b707007461fe624903448,train,deckard.base.experiment.Experiment,e09ee9b98e5b707007461fe624903448,kdd_nsl,cpu,e09ee9b98e5b707007461fe624903448,e09ee9b98e5b707007461fe624903448,GzipLogisticRegressor,e09ee9b98e5b707007461fe624903448,e09ee9b98e5b707007461fe624903448,0.29,24.522531242370604,cpu,1709299943.8688765,1709299935.0339296,9.401409233,0.47007046165,cpu,1709299935.033513,1709299933.183152,1.976365,0.09881825,kdd_nsl/reports/gzip_logistic/20-0/train/e09ee9b98e5b707007461fe624903448/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,e09ee9b98e5b707007461fe624903448,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
239,e3ebaafeafa336a9fec2c438d001e945,train,deckard.base.experiment.Experiment,e3ebaafeafa336a9fec2c438d001e945,kdd_nsl,cpu,e3ebaafeafa336a9fec2c438d001e945,e3ebaafeafa336a9fec2c438d001e945,GzipLogisticRegressor,e3ebaafeafa336a9fec2c438d001e945,e3ebaafeafa336a9fec2c438d001e945,0.53,16.233224906921386,cpu,1709299893.8760407,1709299886.3817632,7.977365769,0.39886828845,cpu,1709299886.3815658,1709299884.5228832,1.979940405,0.09899702025,kdd_nsl/reports/gzip_logistic/20-0/train/e3ebaafeafa336a9fec2c438d001e945/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,e3ebaafeafa336a9fec2c438d001e945,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,,False,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
240,e5912b2abe3c5cc32181d97866018a88,train,deckard.base.experiment.Experiment,e5912b2abe3c5cc32181d97866018a88,kdd_nsl,cpu,e5912b2abe3c5cc32181d97866018a88,e5912b2abe3c5cc32181d97866018a88,GzipLogisticRegressor,e5912b2abe3c5cc32181d97866018a88,e5912b2abe3c5cc32181d97866018a88,0.92,2.7631021118164063,cpu,1709300043.8499918,1709300035.78848,8.87040494,0.443520247,cpu,1709300035.78827,1709300034.0429964,1.920849664,0.0960424832,kdd_nsl/reports/gzip_logistic/20-0/train/e5912b2abe3c5cc32181d97866018a88/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,e5912b2abe3c5cc32181d97866018a88,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,10.0,deckard.base.model.ModelInitializer,,True,-1,Gzip,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
241,e88ad0542f0f436aa2f656684a8ae5a6,train,deckard.base.experiment.Experiment,e88ad0542f0f436aa2f656684a8ae5a6,kdd_nsl,cpu,e88ad0542f0f436aa2f656684a8ae5a6,e88ad0542f0f436aa2f656684a8ae5a6,GzipLogisticRegressor,e88ad0542f0f436aa2f656684a8ae5a6,e88ad0542f0f436aa2f656684a8ae5a6,0.88,4.144653167724609,cpu,1709299992.160684,1709299983.6041873,9.122153768,0.4561076884,cpu,1709299983.6039948,1709299982.134093,1.565671576,0.0782835788,kdd_nsl/reports/gzip_logistic/20-0/train/e88ad0542f0f436aa2f656684a8ae5a6/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,e88ad0542f0f436aa2f656684a8ae5a6,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
242,ea1de5a9e30c97f32cd1f309cf4bb181,train,deckard.base.experiment.Experiment,ea1de5a9e30c97f32cd1f309cf4bb181,kdd_nsl,cpu,ea1de5a9e30c97f32cd1f309cf4bb181,ea1de5a9e30c97f32cd1f309cf4bb181,GzipLogisticRegressor,ea1de5a9e30c97f32cd1f309cf4bb181,ea1de5a9e30c97f32cd1f309cf4bb181,0.93,2.417714347839356,cpu,1709300019.3747675,1709300012.9827068,6.999293349,0.34996466745,cpu,1709300012.9825788,1709300011.3837297,1.754947362,0.0877473681,kdd_nsl/reports/gzip_logistic/20-0/train/ea1de5a9e30c97f32cd1f309cf4bb181/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,ea1de5a9e30c97f32cd1f309cf4bb181,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
243,eaff7914f301192090cfe1cc971fad16,train,deckard.base.experiment.Experiment,eaff7914f301192090cfe1cc971fad16,kdd_nsl,cpu,eaff7914f301192090cfe1cc971fad16,eaff7914f301192090cfe1cc971fad16,GzipLogisticRegressor,eaff7914f301192090cfe1cc971fad16,eaff7914f301192090cfe1cc971fad16,0.53,16.233224906921386,cpu,1709300022.962994,1709300017.8042643,5.389260525,0.26946302625,cpu,1709300017.804088,1709300016.4752374,1.408372559,0.07041862795,kdd_nsl/reports/gzip_logistic/20-0/train/eaff7914f301192090cfe1cc971fad16/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,eaff7914f301192090cfe1cc971fad16,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,,True,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
245,ef5046cce4923e2aa64bae6eebef1b71,train,deckard.base.experiment.Experiment,ef5046cce4923e2aa64bae6eebef1b71,kdd_nsl,cpu,ef5046cce4923e2aa64bae6eebef1b71,ef5046cce4923e2aa64bae6eebef1b71,GzipLogisticRegressor,ef5046cce4923e2aa64bae6eebef1b71,ef5046cce4923e2aa64bae6eebef1b71,0.57,14.851673851013183,cpu,1709299943.9688742,1709299935.1404035,9.40525944,0.470262972,cpu,1709299935.140216,1709299933.2118497,2.049425448,0.1024712724,kdd_nsl/reports/gzip_logistic/20-0/train/ef5046cce4923e2aa64bae6eebef1b71/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,ef5046cce4923e2aa64bae6eebef1b71,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,10.0,deckard.base.model.ModelInitializer,,True,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
246,f1268440e6dd631eceb82c8241846896,train,deckard.base.experiment.Experiment,f1268440e6dd631eceb82c8241846896,kdd_nsl,cpu,f1268440e6dd631eceb82c8241846896,f1268440e6dd631eceb82c8241846896,GzipLogisticRegressor,f1268440e6dd631eceb82c8241846896,f1268440e6dd631eceb82c8241846896,0.32,23.48636795043945,cpu,1709300043.587312,1709300035.92284,8.173050861,0.40865254305,cpu,1709300035.9226637,1709300034.260906,1.755030907,0.08775154535,kdd_nsl/reports/gzip_logistic/20-0/train/f1268440e6dd631eceb82c8241846896/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,f1268440e6dd631eceb82c8241846896,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,1.0,deckard.base.model.ModelInitializer,,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
247,f152f0f00023532e5ea2f41a6468fb0c,train,deckard.base.experiment.Experiment,f152f0f00023532e5ea2f41a6468fb0c,kdd_nsl,cpu,f152f0f00023532e5ea2f41a6468fb0c,f152f0f00023532e5ea2f41a6468fb0c,GzipLogisticRegressor,f152f0f00023532e5ea2f41a6468fb0c,f152f0f00023532e5ea2f41a6468fb0c,0.53,16.233224906921386,cpu,1709299968.7834136,1709299960.927025,8.296647049,0.41483235245,cpu,1709299960.9268284,1709299959.2570848,1.758512678,0.0879256339,kdd_nsl/reports/gzip_logistic/20-0/train/f152f0f00023532e5ea2f41a6468fb0c/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,f152f0f00023532e5ea2f41a6468fb0c,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,balanced,False,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
248,f20700d6f7fe980a00c6b73e8ec10883,train,deckard.base.experiment.Experiment,f20700d6f7fe980a00c6b73e8ec10883,kdd_nsl,cpu,f20700d6f7fe980a00c6b73e8ec10883,f20700d6f7fe980a00c6b73e8ec10883,GzipLogisticRegressor,f20700d6f7fe980a00c6b73e8ec10883,f20700d6f7fe980a00c6b73e8ec10883,0.93,2.417714347839356,cpu,1709299967.5208118,1709299961.2264268,6.913306554,0.3456653277,cpu,1709299961.2262466,1709299959.299158,2.097907225,0.10489536125,kdd_nsl/reports/gzip_logistic/20-0/train/f20700d6f7fe980a00c6b73e8ec10883/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,f20700d6f7fe980a00c6b73e8ec10883,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
250,f69b887278687a9d15dac36c49dbedcb,train,deckard.base.experiment.Experiment,f69b887278687a9d15dac36c49dbedcb,kdd_nsl,cpu,f69b887278687a9d15dac36c49dbedcb,f69b887278687a9d15dac36c49dbedcb,GzipLogisticRegressor,f69b887278687a9d15dac36c49dbedcb,f69b887278687a9d15dac36c49dbedcb,0.53,16.233224906921386,cpu,1709300043.482084,1709300035.6032767,8.387114265,0.41935571325,cpu,1709300035.6030838,1709300034.0300453,1.636395591,0.08181977955,kdd_nsl/reports/gzip_logistic/20-0/train/f69b887278687a9d15dac36c49dbedcb/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,f69b887278687a9d15dac36c49dbedcb,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
252,fe59747c416e85565164bd42c1bf3fa9,train,deckard.base.experiment.Experiment,fe59747c416e85565164bd42c1bf3fa9,kdd_nsl,cpu,fe59747c416e85565164bd42c1bf3fa9,fe59747c416e85565164bd42c1bf3fa9,GzipLogisticRegressor,fe59747c416e85565164bd42c1bf3fa9,fe59747c416e85565164bd42c1bf3fa9,0.43,19.687102546691893,cpu,1709299991.8561175,1709299983.717613,8.688431842,0.4344215921,cpu,1709299983.7174008,1709299982.2142138,1.599635352,0.0799817676,kdd_nsl/reports/gzip_logistic/20-0/train/fe59747c416e85565164bd42c1bf3fa9/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,fe59747c416e85565164bd42c1bf3fa9,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
253,ff0b1155244d67dd705cbb93b28c8f2d,train,deckard.base.experiment.Experiment,ff0b1155244d67dd705cbb93b28c8f2d,kdd_nsl,cpu,ff0b1155244d67dd705cbb93b28c8f2d,ff0b1155244d67dd705cbb93b28c8f2d,GzipLogisticRegressor,ff0b1155244d67dd705cbb93b28c8f2d,ff0b1155244d67dd705cbb93b28c8f2d,0.53,16.233224906921386,cpu,1709299869.3868992,1709299860.2233827,9.711779235,0.48558896175,cpu,1709299860.2231534,1709299858.127385,2.216242352,0.1108121176,kdd_nsl/reports/gzip_logistic/20-0/train/ff0b1155244d67dd705cbb93b28c8f2d/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,20,deckard.base.files.FileConfig,.csv,kdd_nsl,ff0b1155244d67dd705cbb93b28c8f2d,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,20.0,label,0.01,deckard.base.model.ModelInitializer,,False,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
